Brand,Model,Reference Number,Type,Movement,Base Movement,Movement Type,Price (New),Price (Used),Year,Case Diameter (mm),Lug Width (mm),Case Thickness (mm),Water Resistance (m),Crystal,Weight (grams),Case Material,Bracelet/Strap Type,Bezel Material,Power Reserve (hours),Complications,Gender,Country of Manufacture
Zelos,Horizons GMT V2,ZEL-HRGMTV2,GMT,Seiko NH34,N/A,Automatic,500,415,2023,40,20,12.5,200,Sapphire,,Stainless Steel,Bracelet,N/A,41,GMT,Male,Singapore
Nodus,Sector Dive V2,NOD-SECDV2,Diver,Miyota 9015,N/A,Automatic,500,420,2023,38,20,13,200,Sapphire,,Stainless Steel,Bracelet,N/A,42,Date,Male,USA
Lorier,Zephyr GMT,LOR-ZEPGMT,GMT,Miyota 9075,N/A,Automatic,599,510,2023,39,20,11.8,100,Sapphire,,Stainless Steel,Bracelet,N/A,42,GMT,Male,USA
Maen,Greenwich 38 GMT,MAE-GR38-GMT,GMT,Sellita SW330-2,SW330-2,Automatic,999,825,2023,38,20,11.8,100,Sapphire,,Stainless Steel,Bracelet,N/A,56,GMT,Male,Netherlands
Farer,Lander IV,FAR-LNDIV,GMT,Sellita SW330-1,SW330-1,Automatic,1250,1040,2023,39.5,20,10.8,100,Sapphire,,Stainless Steel,Leather,N/A,56,GMT,Male,UK
Halios,Seaforth IV,HLS-SF4,Diver,Miyota 9039,N/A,Automatic,775,645,2023,39,20,12.5,200,Sapphire,,Stainless Steel,Bracelet,N/A,42,Time Only,Male,Canada
Marloe,Pacific 76,MRL-PC76,Dress,Miyota 9039,N/A,Automatic,460,380,2023,40,20,11.4,100,Sapphire,,Stainless Steel,Leather,N/A,42,Time Only,Male,UK
Furlan Marri,Three Hands Sector,FUR-THS,Dress,La Joux-Perret G100,LJP G100,Automatic,1250,1025,2023,37.5,20,10.5,50,Sapphire,,Stainless Steel,Leather,N/A,68,Time Only,Male,Switzerland (Assembled)
Studio Underd0g,Field Chronograph,SUD-FLDCH,Chronograph,Seagull ST1901,Venus 175,Manual,675,545,2023,38.5,20,13.4,50,Hesalite,,Stainless Steel,Leather,N/A,45,Chronograph,Unisex,UK
Tissot,PRX Powermatic 80,TIS-PRX80,Dress,ETA Powermatic 80.111,ETA 2824-2,Automatic,695,575,2023,40,20,11,100,Sapphire,,Stainless Steel,Bracelet,N/A,80,Date,Male,Switzerland
Tissot,Seastar 1000 40mm,TIS-SS1000,Diver,ETA Powermatic 80.111,ETA 2824-2,Automatic,750,620,2023,40,20,12.4,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,80,Date,Male,Switzerland
Hamilton,Kakhi Field Mechanical 38,HAM-KFM38,Field,H-50,ETA 2801-2 base,Manual,495,410,2023,38,20,9.5,50,Sapphire,,Stainless Steel,NATO,N/A,80,Time Only,Male,Switzerland
Hamilton,Intra-Matic Auto Chrono,HAM-IMAC,Chronograph,H-31,Valjoux 7753 base,Automatic,2200,1850,2023,40,20,14.5,100,Sapphire,,Stainless Steel,Leather,N/A,60,Chronograph,Male,Switzerland
Rado,Captain Cook 42,RAD-CC42,Diver,ETA C07.611,ETA 2824-2 base,Automatic,2250,1900,2023,42,21,12.3,200,Sapphire,,Stainless Steel,Bracelet,Ceramic,80,Date,Male,Switzerland
Rado,True Square Automatic,RAD-TRSQ,Dress,ETA C07.611,ETA 2824-2 base,Automatic,1950,1650,2023,38,20,10.4,50,Sapphire,,Ceramic,Bracelet,N/A,80,Time Only,Unisex,Switzerland
Baume & Mercier,Clifton Baumatic 40,BM-CBM40,Dress,Baumatic BM13-1975A,In-house,Automatic,3100,2600,2023,40,20,10.3,50,Sapphire,,Stainless Steel,Leather,N/A,120,Date,Male,Switzerland
Ball,Engineer III Ohio,BALL-ENG3OH,Dress,Ball RR1103,ETA 2824-2 base,Automatic,1600,1350,2023,40,20,13.2,100,Sapphire,,Stainless Steel,Bracelet,N/A,38,Date,Male,Switzerland
Formex,Essence ThirtyNine,FMX-ESS39,Dress,Sellita SW200-1,SW200-1,Automatic,1450,1210,2023,39,20,10,100,Sapphire,,Stainless Steel,Bracelet,N/A,38,Date,Male,Switzerland
Breitling,Chronomat B01 42,BR-CHB01-42,Chronograph,Breitling 01,In-house,Automatic,9100,7550,2023,42,22,15.1,200,Sapphire,,Stainless Steel,Bracelet,N/A,70,Chronograph,Male,Switzerland
Breitling,Avenger Automatic GMT 44,BR-AVGMT44,GMT,Breitling 32,ETA 2893-2,Automatic,5100,4200,2023,44,22,12.5,300,Sapphire,,Stainless Steel,Bracelet,N/A,42,GMT,Male,Switzerland
Breitling,Super Chronomat 44 Four-Year Calendar,BR-SPCH4YC,Calendar,Breitling 19,ETA 2892-A2 base,Automatic,14500,12000,2023,44,22,14.5,100,Sapphire,,Stainless Steel,Bracelet,N/A,42,Chronograph,Male,Switzerland
Breitling,Navitimer Automatic 36,BR-NAV36,Dress,Breitling 17,ETA 2824-2 base,Automatic,5100,4250,2023,36,18,11.4,30,Sapphire,,Stainless Steel,Bracelet,N/A,38,Time Only,Female,Switzerland
Omega,Speedmaster Moonwatch Professional,OME-SMPRO,Chronograph,Caliber 3861,In-house,Manual,7600,6300,2023,42,20,13.2,50,Hesalite,,Stainless Steel,Bracelet,N/A,50,Chronograph,Male,Switzerland
Omega,Seamaster Diver 300M,OME-SMD300,Diver,Caliber 8800,In-house,Automatic,5700,4700,2023,42,20,13.6,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,55,Date,Male,Switzerland
Omega,Aqua Terra 38mm,OME-AT38,Dress,Caliber 8800,In-house,Automatic,6600,5450,2023,38,19,13.2,150,Sapphire,,Stainless Steel,Bracelet,N/A,55,Date,Male,Switzerland
Omega,Constellation Co-Axial Master Chronometer 36,OME-CON36,Dress,Caliber 8800,In-house,Automatic,6400,5250,2023,36,18,12.5,50,Sapphire,,Stainless Steel,Bracelet,N/A,55,Date,Female,Switzerland
A. Lange & Söhne,Datograph Up/Down,LNG-DTUP,Luxury,L951.6,In-house,Manual,100000,84500,2023,41,20,13.1,30,Sapphire,,Platinum,Leather,N/A,60,Chronograph,Male,Germany
A. Lange & Söhne,Lange 1 Time Zone,LNG-L1TZ,Luxury,L141.1,In-house,Manual,64000,53500,2023,41.9,20,10.9,30,Sapphire,,White Gold,Leather,N/A,72,Dual Time,Male,Germany
A. Lange & Söhne,Saxonia Thin 37mm,LNG-SAXTHN37,Dress,L093.1,In-house,Manual,25000,21000,2023,37,19,5.9,30,Sapphire,,Pink Gold,Leather,N/A,72,Time Only,Male,Germany
A. Lange & Söhne,1815 Annual Calendar,LNG-1815AC,Luxury,L051.3,In-house,Manual,45000,37500,2023,40,20,10.1,30,Sapphire,,White Gold,Leather,N/A,72,Annual Calendar,Male,Germany
A. Lange & Söhne,RICHARD LANGE,LNG-RL,Dress,L041.2,In-house,Manual,40000,33500,2023,40.5,20,10.7,30,Sapphire,,White Gold,Leather,N/A,38,Time Only,Male,Germany
A. Lange & Söhne,Odysseus Stainless Steel,LNG-ODYSSS,Sport,L155.1 DATOMATIC,In-house,Automatic,48000,39800,2023,40.5,22,11.1,120,Sapphire,,Stainless Steel,Bracelet,N/A,50,Day-Date,Male,Germany
A. Lange & Söhne,Little Lange 1 Moon Phase,LNG-LTL1MP,Luxury,L121.2,In-house,Manual,46000,38500,2023,36.8,18,10,30,Sapphire,,Pink Gold,Leather,N/A,72,Moonphase,Female,Female
A. Lange & Söhne,1815 Chronograph,LNG-1815CH,Luxury,L951.5,In-house,Manual,61000,52000,2023,39.5,20,11,30,Sapphire,,White Gold,Leather,N/A,60,Chronograph,Male,Germany
A. Lange & Söhne,Grand Lange 1 Moon Phase,LNG-GRL1MP,Luxury,L095.3,In-house,Manual,54000,46000,2023,41,20,9.5,30,Sapphire,,Pink Gold,Leather,N/A,72,Moonphase,Male,Germany
A. Lange & Söhne,Zeitzone,LNG-Z1815RPC,Luxury,L101.1,In-house,Manual,145000,122000,2023,41.9,21,14.7,30,Sapphire,,Platinum,Leather,N/A,42,Rattrapante,Male,Germany
Tag Heuer,Carrera Chronograph Glassbox,TAG-CAR-GBX,Chronograph,TH20-00,In-house,Automatic,6450,5400,2023,39,20,13.8,100,Sapphire,,Stainless Steel,Bracelet,N/A,80,Chronograph,Male,Switzerland
Panerai,Luminor Base Logo PAM01086,PAN-LUMBL,Dress,P.6000,In-house,Manual,5500,4450,2023,44,24,11.2,100,Sapphire,,Stainless Steel,Leather,N/A,72,Time Only,Male,Switzerland
Bulgari,Octo Finissimo Automatic Titanium,BUL-OCTFIN,Dress,BVL 138,In-house,Automatic,14500,12200,2023,40,20,5.15,30,Sapphire,,Titanium,Bracelet,N/A,60,Time Only,Male,Switzerland
IWC,Big Pilot’s Watch 43,IWC-BP43,Pilot,82100,In-house,Automatic,9100,7650,2023,43,21,13.6,100,Sapphire,,Stainless Steel,Bracelet,N/A,60,Time Only,Male,Switzerland
Patek Philippe,Aquanaut 5167A,PAT-AQ5167,Sport,324 S C,In-house,Automatic,40000,33800,2023,40.8,21,8.1,120,Sapphire,,Stainless Steel,Rubber,N/A,45,Date,Male,Switzerland
Glashütte Original,Senator Excellence Panorama Date Moon Phase,GL-SENEXPDMP,Luxury,Caliber 36-04,In-house,Automatic,11800,9800,2023,42,20,12,50,Sapphire,,Stainless Steel,Leather,N/A,100,Panorama Date,Male,Germany
Glashütte Original,SeaQ 39.5mm,GL-SEAQ39,Diver,Caliber 39-11,In-house,Automatic,9900,8300,2023,39.5,20,12.2,200,Sapphire,,Stainless Steel,Bracelet,Ceramic,40,Date,Male,Germany
Glashütte Original,PanoMaticLunar,GL-PML,Dress,Caliber 90-02,In-house,Automatic,10500,8800,2023,40,20,12.7,50,Sapphire,,Rose Gold,Leather,N/A,42,Moonphase,Male,Germany
Glashütte Original,Senator Chronometer,GL-SENCHRO,Luxury,Caliber 58-01,In-house,Manual,31000,26000,2023,42,21,12.3,50,Sapphire,,White Gold,Leather,N/A,44,Chronometer,Male,Germany
Glashütte Original,PanoReserve,GL-PANORES,Dress,Caliber 65-01,In-house,Manual,9600,8100,2023,40,20,11.7,50,Sapphire,,Stainless Steel,Leather,N/A,42,Power Reserve,Male,Germany
Rolex,Submariner Date 126610LN,RLX-SUB126610,Diver,Caliber 3235,In-house,Automatic,10100,8850,2023,41,21,12.5,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,70,Date,Male,Switzerland
Rolex,Day-Date 40 Yellow Gold,RLX-DD40YG,Dress,Caliber 3255,In-house,Automatic,38000,32200,2023,40,21,12,100,Sapphire,,Yellow Gold,President,N/A,70,Day-Date,Male,Switzerland
Rolex,Explorer 124270,RLX-EXP124270,Field,Caliber 3230,In-house,Automatic,7350,6300,2023,36,19,11.5,100,Sapphire,,Stainless Steel,Oyster,N/A,70,Time Only,Male,Switzerland
Rolex,Datejust 36 Blue Motif,RLX-DJ36BM,Dress,Caliber 3235,In-house,Automatic,7700,6650,2023,36,20,11.7,100,Sapphire,,Stainless Steel,Jubilee,N/A,70,Date,Male,Switzerland
Rolex,Yacht-Master 40 Everose Gold,RLX-YM40EG,Sport,Caliber 3235,In-house,Automatic,28500,24000,2023,40,20,11.6,100,Sapphire,,Everose Gold,Oysterflex,N/A,70,Time Only,Male,Switzerland
Tag Heuer,Aquaracer Professional 300,TAG-AQ300,Diver,Caliber 5,ETA 2824-2 base,Automatic,3400,2800,2023,43,21,12.2,300,Sapphire,,Stainless Steel,Bracelet,Ceramic,38,Date,Male,Switzerland
Tag Heuer,Monaco Calibre Heuer 02,TAG-MONCH02,Chronograph,Heuer 02,In-house,Automatic,7450,6250,2023,39,22,15.2,100,Sapphire,,Stainless Steel,Leather,N/A,80,Chronograph,Male,Switzerland
Tag Heuer,Carrera Date 36mm,TAG-CAR36,Dress,Calibre 7,ETA 2892-A2 base,Automatic,3250,2700,2023,36,18,11.5,50,Sapphire,,Stainless Steel,Bracelet,N/A,42,Date,Female,Switzerland
Tag Heuer,Formula 1 Chronograph 43mm,TAG-F143CH,Chronograph,Ronda 5040D,N/A,Quartz,1850,1500,2023,43,22,12.4,200,Sapphire,,Stainless Steel,Bracelet,N/A,N/A,Chronograph,Male,Switzerland
Tag Heuer,Connected Calibre E4 45mm,TAG-CONE4,Smartwatch,Calibre E4,N/A,Wear OS,2100,1780,2023,45,22,15.3,50,Sapphire,,Titanium,Rubber,N/A,N/A,Smart Features,Unisex,Switzerland
Tudor,Pelagos 39,TUD-PEL39,Diver,MT5400,In-house,Automatic,4600,3850,2023,39,21,11.8,200,Sapphire,,Titanium,Bracelet,N/A,70,Time Only,Male,Switzerland
Tudor,Black Bay GMT Opaline,TUD-BBGMTOPA,GMT,MT5652,In-house,Automatic,4350,3700,2023,41,22,14.6,200,Sapphire,,Stainless Steel,Bracelet,N/A,70,GMT,Male,Switzerland
Tudor,Royal 38mm,TUD-RYL38,Dress,T601,ETA 2824-2 base,Automatic,2400,1980,2023,38,20,10.5,100,Sapphire,,Stainless Steel,Bracelet,N/A,38,Day-Date,Male,Switzerland
Tudor,Black Bay Chrono S&G,TUD-BBCHSNG,Chronograph,MT5813,Breitling B01 base,Automatic,6750,5600,2023,41,22,14.4,200,Sapphire,,Steel/Gold,Bracelet,N/A,70,Chronograph,Male,Switzerland
Tudor,1926 41mm Silver Dial,TUD-1926-41,Dress,T601,ETA 2824-2 base,Automatic,2050,1700,2023,41,22,9.9,100,Sapphire,,Stainless Steel,Bracelet,N/A,38,Date,Male,Switzerland
Jaeger-LeCoultre,Master Control Date 40mm,JLC-MCD40,Dress,Cal. 899,In-house,Automatic,9400,7900,2023,40,20,8.8,50,Sapphire,,Stainless Steel,Leather,N/A,70,Date,Male,Switzerland
Jaeger-LeCoultre,Reverso Classic Monoface,JLC-RVCMF,Dress,Cal. 822A/2,In-house,Manual,6200,5250,2023,42.9,20,9.1,30,Sapphire,,Stainless Steel,Leather,N/A,45,Time Only,Unisex,Switzerland
Jaeger-LeCoultre,Polaris Mariner Date,JLC-PLMRDT,Diver,Cal. 899AB,In-house,Automatic,12200,10200,2023,42,21,13.9,300,Sapphire,,Stainless Steel,Bracelet,N/A,70,Date,Male,Switzerland
Jaeger-LeCoultre,Duomètre Chronograph Moon,JLC-DUOCHMOON,Luxury,Cal. 391,In-house,Manual,140000,118000,2023,42.5,21,13.2,50,Sapphire,,White Gold,Leather,N/A,50,Chronograph,Male,Switzerland
Jaeger-LeCoultre,Rendez-Vous Night & Day Small,JLC-RVNDAY,,Cal. 898A/1,In-house,Automatic,9700,8050,2023,29,16,8.5,30,Sapphire,,Stainless Steel,Leather,N/A,40,Day-Night,Female,Switzerland
Vacheron Constantin,Overseas Automatic 41mm,VC-OVA41,Sport,Cal. 5100,In-house,Automatic,23500,19500,2023,41,21,11,150,Sapphire,,Stainless Steel,Bracelet,N/A,60,Time Only,Male,Switzerland
Vacheron Constantin,Patrimony Self-Winding 40mm,VC-PTSW40,Dress,Cal. 2450 Q6/3,In-house,Automatic,21000,17500,2023,40,20,8.5,30,Sapphire,,White Gold,Leather,N/A,40,Date,Male,Switzerland
Vacheron Constantin,Traditionnelle Complete Calendar,VC-TRCC,Luxury,Cal. 2460 QCL/1,In-house,Automatic,38500,32500,2023,41,21,10.7,30,Sapphire,,Rose Gold,Leather,N/A,40,Complete Calendar,Male,Switzerland
Audemars Piguet,Royal Oak Selfwinding 41mm,AP-ROSW41,Sport,Cal. 4302,In-house,Automatic,33500,28000,2023,41,22,10.5,50,Sapphire,,Stainless Steel,Bracelet,N/A,70,Date,Male,Switzerland
Audemars Piguet,Code 11.59 Chronograph,AP-C1159CH,Luxury,Cal. 4401,In-house,Automatic,42000,35200,2023,41,21,12.6,30,Sapphire,,White Gold,Leather,N/A,70,Chronograph,Male,Switzerland
Audemars Piguet,Millenary Hand-Wound,AP-MILLHW,Dress,Cal. 5201,In-house,Manual,27500,23000,2023,47,20,11,20,Sapphire,,Rose Gold,Leather,N/A,49,Time Only,Male,Switzerland
Patek Philippe,Nautilus 5711/1A,PAT-NTL5711,Sport,Cal. 26-330 S C,In-house,Automatic,35000,29500,2023,40,21,8.3,120,Sapphire,,Stainless Steel,Bracelet,N/A,45,Date,Male,Switzerland
Patek Philippe,Calatrava 6119R-001,PAT-CLTR6119,Dress,Cal. 30‑255 PS,In-house,Manual,31000,25800,2023,39,20,8.1,30,Sapphire,,Rose Gold,Leather,N/A,65,Small Seconds,Male,Switzerland
Patek Philippe,Grand Complications 5270P,PAT-GC5270,Luxury,Cal. CH 29‑535 PS Q,In-house,Manual,189000,158000,2023,41,21,12.4,30,Sapphire,,Platinum,Leather,N/A,65,Perpetual Calendar,Male,Switzerland
Patek Philippe,Aquanaut Luce 5267/200A,PAT-AQLU5267,,Cal. E 23-250 S C,In-house,Quartz,22000,18500,2023,38.8,19,7.9,120,Sapphire,,Stainless Steel,Rubber,N/A,N/A,Date,Female,Switzerland
